adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/5fv9Y7QwnDnLAxSQQxQg0r58try.jpg,"[10770, 18]",332786,en,Coalition,"Political drama about the rise of Nick Clegg and the Liberal Democrats during the 2010 election. After the election failed to produce an outright winner, Clegg was catapulted into an unaccustomed position of influence and was the recipient of political courtship from both Labour's Gordon Brown and David Cameron of the Conservative Party.",2.132,/3t9j6tU1omYWVafgycONSz4gSEh.jpg,2015-03-28,Coalition,False,7.0,7
False,/atk5BxxFlH490DssmmEhtmMOL8F.jpg,"[10770, 35]",370219,de,Vorstadtrocker,,2.218,/cnwePjA0ghDhXfT1bPzdosZHqTV.jpg,2015-11-26,Vorstadtrocker,False,5.8,6
False,/wLoH4X5ym34CKejSrpwZrZAiJpU.jpg,"[10770, 53, 80, 18]",360927,en,Driven Underground,Single mother Sarah Palmer hides her family in Oregon when her daughter Christy becomes a key witness in a murder against the mob.,3.592,/q5OQd0ltiIlx7Hkx7Mb3q7mDLtM.jpg,2015-09-04,Driven Underground,False,7.5,2
False,/mKWEuhxQQ92cbtczmUoFpS3lJC.jpg,"[18, 10770, 27, 53]",252932,en,Locusts,A swarm of locusts appears on the horizon near a Midwestern town and the inhabitants must find a way to destroy or divert them before the insects devour the area's valuable crops,2.112,/x7uNWRlMFBwsP0luldvcWqMUkEs.jpg,1974-10-09,Locusts,False,4.7,5
False,/rQ0ftLVeLBkWlSkuH0RBKUlMW70.jpg,"[99, 36, 10752, 10770]",394046,fr,Winston Churchill : Un géant dans le siècle,"A new look at the public and private life of one of the most important statesmen in the history of Europe: Winston Churchill (1874-1965), soldier, politician, writer, painter, leader of his country in the darkest hours, winner of the Nobel Prize in Literature, a myth, a giant of the 20th century.",4.913,/bzyftGhgtRsb9QCgVdwypeKxgcI.jpg,2014-10-20,Winston Churchill: A Giant in the Century,False,8.0,10
False,/39WXjBDOAyckVsVvHqnpsslLhaE.jpg,"[9648, 53, 10770, 80]",378573,fr,Flic tout simplement,Serial killer Guy Georges' hunt by a female captain who created a DNA database that revolutionized the police methods.,2.319,/l4BBeKZfM0rzy0eG6HBQSAimFuJ.jpg,2015-09-12,Flic tout simplement,False,6.6,18
False,/kpEaWsGykT4tFcLCuW5A6wt5Q3p.jpg,"[37, 10770]",500986,en,Edge,"Missouri, 1865. Josiah Hedges aka ""Edge"" returns home from the Civil War to discover his closest comrades-in-arms have betrayed him, sparking a bloody reign of vengeance. A mysterious beauty crosses Edge's path, and together they will uncover a dark conspiracy that extends to the highest ranks of American power.",2.098,/rLc1K98qIlNPXNxAcuw9jlOlWCq.jpg,2015-11-05,Edge,False,5.231,13
False,/iht0tpkr1EU6bXgM9CVNhnXYPJ6.jpg,"[18, 10770]",375306,ja,赤めだか,"One of the hottest selling tickets in town is to see the hugely popular “rakugoka”, or comic storyteller, Danshun. Danshun himself was inspired as a little boy to become a rakugoka after seeing the legendary Danshi. He had found his calling. After his resistant parents relented to their son’s pleas, Danshun at age 17 became an apprentice of Danshi, the man dubbed a “wunderkind” and “genius” of the rakugo world. He soon realized however how hard the training was, and embarked upon a rigorous existence in which he had to deliver newspapers to earn a living. Living with hardship and joys, Danshun and his fellow apprentices would eventually rise in the rakugo world. A resplendent cast comes together to depict the rough and tumble world of a man who loved rakugo above all else and was destined to fulfill a dream.",3.078,/eUr5C4NcXntJVkCwGT6rzvKn4Vy.jpg,2015-12-28,Aka Medaka,False,7.9,10
False,,"[16, 10770]",1023491,en,Tech Oddity,RGB and Kidda deal with a difficult customer's infected computer from which they unwittingly unleash a virus.,2.085,,2015-07-20,Tech Oddity,False,0.0,0
False,/oKhd555ibfqMocCvoP9OD8BosLp.jpg,"[18, 10770, 53]",332439,en,Watch Your Back,A woman and her husband become increasingly scared as an anonymous person begins stalking their family.,3.995,/WCC9CeaPqnOjajCGoc4IAsG0ij.jpg,2015-03-07,Watch Your Back,False,5.4,24
False,/4pNdIxK2AyLqEC2Dqqauc0B3EpI.jpg,"[53, 10770]",366981,en,Cyber Case,A young woman uses geotagged pictures to help rescue her kidnapped brother.,4.819,/ngSf0y3lcojmOhrX2INNSqiionn.jpg,2015-10-31,Cyber Case,False,6.0,18
False,/y8YJ0yEFe7hDUcJlXIVJWKh2dRm.jpg,"[10751, 10770, 9648, 18]",348630,en,Garage Sale Mystery: The Wedding Dress,"Jennifer Shannon has made a career of finding rare garage sale treasures to resell at the consignment store she owns with her business partner, Dani. When she finds a wedding dress that was worn on the day a groom went missing, Jennifer uses her knack for solving puzzles to investigate this unsolved cold case. After meeting the dress’s original owner, Helen, and finding traces of blood on the dress, Jennifer digs deeper into the decades-old mystery with the help of Detective Lynwood, and the support of her husband, Jason. With every clue that Jennifer uncovers, she gets closer to either finding the long-missing groom, or uncovering a wedding day murder.",4.15,/xae9wfwffK0QQ0VT8nyQkj19RvW.jpg,2015-08-09,Garage Sale Mystery: The Wedding Dress,False,6.326,46
False,,"[53, 27, 9648, 10770]",407948,en,The Inherited,"Eve has married the man of her dreams but when they return to live in the house willed to him by his first wife who died under horrific circumstances, it becomes a waking nightmare as Eve falls into a spiral of suspicion and madness.",2.229,/7WRBo5FLtOYoVMPt7Dcc8aDlTcA.jpg,2015-01-20,The Inherited,False,3.8,7
False,/8plfnkbE28YdU90xQCqWFddyIP9.jpg,"[99, 36, 10770]",417483,fr,Le Dernier Prince rouge,"A journey through several countries to find those who really know Kim Jong-un, North Korea's leader, in an attempt to profile a contradictory dictator who seems to rule his nation with both disturbing benevolence and cold cruelty while being worshipped as a living god by his subjects in exalted displays of ridiculous fanaticism.",2.219,/vqojHTR0YzR6SWf3M9XsEAUSbdQ.jpg,2015-09-23,Kim Jong-un: The Unauthorized Biography,False,7.5,15
False,/s3bnwxarkyFu5pJkt7Y9ymRFRUK.jpg,"[28, 10770, 37]",68940,en,The Trail to Hope Rose,"Lou Diamond Phillips and marina Black star together with Lee majors and Ernest Borgnine in a western drama. Lou plays an ex convict who tries to make a living as a mine worker, closely watched by Marshal Luther Toll. The convict knows he is just one step away from going back to prison if he gets out of line - but when he stops a neighbor from severely beating his wife and teams up with an old rancher who stands alone against the mine owner's interests things get complicated for our hero.",4.106,/31ppM6eLx21rNP0V2zH72qVCaqs.jpg,2004-01-01,The Trail to Hope Rose,False,5.0,3
False,/hiA9J0okhFdX6Xr7MUSyNM95Fpm.jpg,"[53, 10770]",366015,en,Buried Secrets,"A cop-turned-writer creates suspicion when she publishes her first novel, a story that appears to contain details of a real murder.",2.041,/s7Bgerqhio46Jve8emvFouwxlEP.jpg,2015-06-22,Buried Secrets,False,5.1,14
False,/hVJAGLgGTuvsvcqaKGPwQ96atGF.jpg,"[53, 10770]",384099,en,Two Wrongs,"Sarah, a single mother working as an in-home nurse, confronts a parents worst nightmare when her daughter is abducted and she has to do the unthinkable to find her.",2.823,/eUUuxfGAwHzHlnNJXO2d7Y3YOxF.jpg,2015-02-22,Two Wrongs,False,5.6,27
False,/oba1xgbRpmA0aH5OjwZ3frLH27g.jpg,"[99, 10770]",1181365,en,The Ugly Face of Disability Hate Crime,"Adam Pearson - who has neurofibromatosis type 1 - is on a mission to explore disability hate crime: to find out why it goes under-reported, under-recorded and under people's radar.",3.01,/6XWwpAYrz4iJ0X387fh8xfMkQCl.jpg,2015-07-23,The Ugly Face of Disability Hate Crime,False,0.0,0
False,/9LbHV7g4TP22joerelzpsrZnBVC.jpg,"[53, 10770]",293265,en,Honor Student,"At a book signing for his best seller, Nicholas Howarth is confronted by sexy Teresa Smith, who says he stole the story when he was her teacher in a woman's prison. Teresa has killed before and won't be stopped as she sets out to destroy Nicholas's reputation, his marriage and his life in her goal to write the final chapter of Honor Student.",3.468,/lBLPvYDhjfj7KtdT0VVtWVROvc1.jpg,2014-09-13,Honor Student,False,5.6,7
False,/4BYjHUOPxZUHIu95XIKWzRrsvSo.jpg,"[10751, 18, 10749, 10770]",81421,en,Lucky Christmas,"Lucky Christmas is the story of Holly Ceroni, a single mom trying to get back on her feet, but who is crushed to learn her winning lottery ticket is in the glove compartment of her recently stolen car. Mike Ronowski, the construction worker behind Holly's missing property, goes along with a master plan to befriend Holly and coerce her into giving him half of her winnings. Mike unexpectedly falls in love with Holly and learns there are more important things in life than quick money in time for the holidays.",4.117,/nPBjJgbGxcWAOEdHpvT4m52ISvI.jpg,2011-11-12,Lucky Christmas,False,5.8,37
False,/y74gm0wss2dfk24BY1Uu4ftPdx4.jpg,"[27, 10770]",362430,en,Night of the Wild,"A large meteor crashes into a quiet town, and pet dogs become mysteriously aggressive. attacking and killing the residents. Teenager Roslyn (Mays) and her old but faithful dog Shep are out camping when the attacks hit. Now separated by the chaos in town and blocked roads, Roslyn and the other members of her family must find each other by fighting back against the blood-thirsty hounds before the dogs take over the whole town and escape becomes impossible.",2.716,/9zQCotw8C9sCClRpKULS93dX7Is.jpg,2015-10-03,Night of the Wild,False,3.906,32
False,/f4ru0c0UOcBDscYkj5lJVcCnxFq.jpg,"[53, 18, 10770]",363443,fr,J'ai épousé un inconnu,"Young couple recently married. Soon a child comes. Perfect happiness. For their honeymoon, Emma and David chose a house in the forest. But the escapade turns to drama: attacked by a masked man, Emma escapes to death. For the police, no doubt, David is the No. 1 suspect: his strange refusal to cooperate, his unexplained absence at the time of the facts, the testimony of a neighbor, the fortune he would inherit ... Doubt interferes in the spirit of Emma. Does she really know the man she married?",4.686,/l4uhLqpDqAfO3h1yXOaCfTym5NZ.jpg,2015-10-09,I married a stranger,False,5.4,10
False,/vAURsTafasd57TelhrzHM5jO3gk.jpg,"[16, 10751, 10770, 14]",361422,en,Ever After High: Way Too Wonderland,"With the Storybook of Legends still in Wonderland, Raven attempts to teleport her friends there despite still getting the hand of her powers. Apple, Raven, Briar, Lizzie, Kitty and Maddie end up in Wonderland in just days away from the Queen of Heats' birthday, but they end up at Wonderland High where they meet the charming Red and White Knights. However the school is ruled by Courtly Jester who attempts to keep the girls from graduating Wonderland High for her devious plans against the Queen of Hearts.",2.702,/c2vKDSvh2aB4uo6hymOmmCPysoK.jpg,2015-08-14,Ever After High: Way Too Wonderland,False,7.5,15
False,/vivfCzWiGSnbrnPpuZnXrKKceVD.jpg,"[99, 10770]",451946,fr,"Alain Delon, cet inconnu","Biography of a star and figure study : This fascinating portrait is for anyone who wants to know more about the man behind the mask. By the end of the film, you will view this famous French icon in a totally different light. Delon speaks in a series of surprising interviews, spanning nearly 50 years.",3.619,/oI3aSATx7RW54L8WTeVSt8mOteA.jpg,2015-11-02,"Alain Delon, a unique portrait",False,7.2,4
False,/rO1mCgSmxPMiAMzaVdQpVwI2Acp.jpg,"[10770, 53]",368702,en,A Student's Obsession,"High school teacher Stephanie breaks the cardinal rule of not getting romantically involved with one of her students. To make things worse, her handsome teenage lover James starts to demonstrate psychotic, obsessive behavior. When James starts stalking Stephanie and her family, Stephanie is forced to teach James the ultimate dangerous lesson.",4.588,/8IVx7HM540KoP4fmkbetDmQsSVX.jpg,2015-11-24,A Student's Obsession,False,5.2,18
False,/5n60xrLgbsHristknto6JcyBYCK.jpg,"[18, 12, 10770, 80]",92757,en,A Family Lost,"Valerie, a single mom and her 13-year old diabetic daughter Claire board a small plane in Kodiak Falls, with the intention of meeting the mother's new fiance Jordan. But when the plane crashes, the only survivors are the mother, daughter, and a suspicious passenger, leaving Valerie and Claire in harm's way.",3.14,/xjt63JoubgzT6sXbwyGjC098GU.jpg,2007-03-11,A Family Lost,False,4.2,5
False,/AgEDbctqH9CqWhf8U0XwC8HNZgh.jpg,"[18, 80, 10770]",345163,fr,On se retrouvera,"Following the death of her mother, a thirty-something woman discovers she was conceived through rape and vows revenge.",2.302,/42dcLUh2UAbt4nJyXOHSk0YXgya.jpg,2015-06-18,A Woman's Revenge,False,6.0,27
False,/hv8cTLEmTyNsnCXg9qEkMHtq20v.jpg,"[12, 35, 10751, 10770]",370949,en,Mark & Russell's Wild Ride,"Mark is having that dream moment when Ashley, the most popular girl in his class, asks HIM to drive her to an exclusive pool party. Mark's excitement comes to a quick halt when he comes down from cloud nine and remembers one minor detail - he doesn't have his driver's license! He's tried five times and five times has failed. He needs to make this happen! And Glenn Bufferton, known for easy testing, is just the DMV instructor to give Mark his driving street cred. Or. so he thinks! On the verge of road warrior victory, Mark's plans are thrown off course when Glenn learns that his wife is leaving him. A woeful DMV instructor makes for a negative test outcome. So with his license on the line, Mark agrees to help Glenn rescue his marriage. With his vertically-challenged best friend Russell in tow, the trio hit the road on a cross-town adventure that may make survival the biggest test of all!",2.742,/bVJYMdn4ZOu0AHtDV3A9R3uBtRr.jpg,2015-11-23,Mark & Russell's Wild Ride,False,5.5,25
False,/oBcna7RPc7Ve2AL1QNo85xgWlV4.jpg,"[16, 10770]",1048903,en,Phineas and Ferb: The O.W.C.A. Files,"When an attack on the O.W.C.A. incapacitates the animal agents, only Agent P and his animal trainees can save the day. Carl and Monogram fend for themselves.",2.92,/ri786ZmueAVYEAOze8JKPoNu1z6.jpg,2015-11-09,Phineas and Ferb: The O.W.C.A. Files,False,7.7,6
False,/gGinCBFriXTRiJEfpPljvuWMZZz.jpg,"[10751, 18, 35, 10770]",369063,en,Beverly Hills Christmas,"With help from a guardian angel, a spoiled rich, very material teenage girl learns that true value is found in assisting others and not in material things.",2.1,/87h2zA23Dhs4pGSt7aRpO9ekqnK.jpg,2015-12-06,Beverly Hills Christmas,False,4.1,12
False,,"[99, 10770]",823460,en,Venom,"A BBC Earth documentary inside the world of the most venomous creatures on Earth, with stories from survivors of deadly venom attacks from animals coupled with 3D graphic technology that showcases the effects of venom on the human body.",2.04,/jTA7RlUkroNhj0q0Tc22h6XqKBn.jpg,2015-08-04,Venom,False,10.0,2
False,/kYGAhap7aEm4Wi0BrnPrHzdYx7u.jpg,"[10751, 10770, 35]",339344,en,The Dog Who Saved Summer,"When Zeus accidentally destroys an important party, he gets sent to obedience school at the worst time! A trio of bumbling burglars is planning a heist. Can Zeus save the day?",2.806,/jRrSfRKrzvSw0eYaOGdBSzisven.jpg,2015-06-02,The Dog Who Saved Summer,False,5.8,11
